               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 127,             0.01514,           0.0032132,           0.0028507,             0.98253,             0.95491,             0.99161,             0.81998,            0.012475,           0.0029207,           0.0034198,           0.0075052,           0.0075052,           0.0075052
                 128,            0.015373,           0.0032211,           0.0032149,             0.97396,             0.95525,             0.99103,              0.8254,             0.01234,           0.0029351,           0.0036167,           0.0074854,           0.0074854,           0.0074854
                 129,            0.014883,           0.0031642,           0.0035994,             0.96782,             0.96296,             0.98981,             0.82141,             0.01235,           0.0029305,           0.0049604,           0.0074656,           0.0074656,           0.0074656
                 130,            0.015345,            0.003145,           0.0028273,             0.97643,             0.95896,             0.99138,             0.82566,            0.012338,           0.0028985,           0.0039945,           0.0074458,           0.0074458,           0.0074458
                 131,            0.015093,           0.0032246,           0.0033263,             0.97456,             0.94573,              0.9913,             0.82359,             0.01225,           0.0029139,           0.0035752,            0.007426,            0.007426,            0.007426
                 132,            0.015078,           0.0030726,           0.0030919,             0.97216,             0.95679,             0.99102,             0.82583,             0.01228,           0.0028779,           0.0037324,           0.0074062,           0.0074062,           0.0074062
                 133,            0.014747,           0.0031463,           0.0024823,             0.97807,             0.96378,             0.99179,             0.82617,            0.012168,           0.0029002,           0.0032072,           0.0073864,           0.0073864,           0.0073864
                 134,            0.014952,           0.0032221,             0.00338,              0.9734,             0.95987,             0.99092,             0.83123,            0.012143,           0.0029068,           0.0033751,           0.0073666,           0.0073666,           0.0073666
                 135,            0.015116,           0.0031819,           0.0030619,             0.97486,             0.95731,             0.99166,             0.82879,             0.01214,           0.0028784,           0.0033298,           0.0073468,           0.0073468,           0.0073468
                 136,            0.014889,           0.0032184,           0.0030236,             0.96697,             0.96296,             0.99175,             0.82786,            0.012222,           0.0029138,            0.003661,            0.007327,            0.007327,            0.007327
                 137,            0.014828,           0.0030381,           0.0028566,             0.97502,             0.96387,             0.99196,             0.83103,            0.012136,           0.0029316,           0.0032906,           0.0073072,           0.0073072,           0.0073072
                 138,            0.015162,           0.0031653,           0.0026087,             0.97784,             0.95332,             0.99216,              0.8281,            0.012009,           0.0029229,           0.0030148,           0.0072874,           0.0072874,           0.0072874
                 139,            0.014758,           0.0032517,            0.003093,              0.9791,             0.95833,             0.99238,                0.83,            0.012216,           0.0028856,           0.0030185,           0.0072676,           0.0072676,           0.0072676
                 140,            0.015126,           0.0031917,           0.0035329,             0.98095,             0.95356,             0.99174,             0.82721,            0.012336,           0.0029095,           0.0030228,           0.0072478,           0.0072478,           0.0072478
                 141,             0.01486,           0.0031725,           0.0032616,             0.97562,             0.95988,             0.99139,             0.83051,            0.012253,           0.0029131,           0.0030467,            0.007228,            0.007228,            0.007228
                 142,            0.014838,           0.0031448,           0.0028848,             0.97343,             0.96097,             0.99101,             0.82873,              0.0122,           0.0029225,           0.0032613,           0.0072082,           0.0072082,           0.0072082
                 143,            0.014957,           0.0031711,           0.0031878,               0.973,             0.96759,             0.99164,             0.82589,            0.012032,           0.0029066,           0.0029682,           0.0071884,           0.0071884,           0.0071884
                 144,            0.014819,            0.003223,           0.0029065,             0.97358,             0.97068,             0.99191,             0.82955,            0.011947,           0.0029113,           0.0028381,           0.0071686,           0.0071686,           0.0071686
                 145,            0.014979,           0.0031675,           0.0029822,             0.98103,             0.95778,             0.99181,             0.82812,            0.012022,           0.0028864,           0.0029365,           0.0071488,           0.0071488,           0.0071488
                 146,            0.014888,           0.0030882,           0.0029608,             0.97528,             0.96759,             0.99192,             0.83226,            0.011979,           0.0028607,           0.0030504,            0.007129,            0.007129,            0.007129
                 147,            0.014907,           0.0031854,           0.0031344,              0.9747,             0.95127,             0.99137,             0.82998,            0.011962,            0.002862,           0.0034542,           0.0071092,           0.0071092,           0.0071092
                 148,             0.01478,           0.0031961,           0.0035579,             0.98205,              0.9537,              0.9922,             0.83221,            0.011924,           0.0028601,           0.0031032,           0.0070894,           0.0070894,           0.0070894
                 149,             0.01486,           0.0031999,           0.0034639,             0.98557,             0.94887,             0.99157,              0.8298,            0.012009,           0.0028928,           0.0035755,           0.0070696,           0.0070696,           0.0070696
                 150,            0.014726,            0.003105,           0.0032521,             0.98875,             0.95679,             0.99209,             0.83368,            0.011984,           0.0028728,           0.0034821,           0.0070498,           0.0070498,           0.0070498
                 151,            0.014743,           0.0030427,           0.0030714,             0.98299,             0.95062,             0.99215,             0.83534,             0.01193,            0.002867,           0.0033188,             0.00703,             0.00703,             0.00703
